FID_parking_and_zoning_all,FID_allzoning_rp,OBJECTID,perimeter,zoning_,zoning_id,zon_new,shape_leng,correction,full_zonin,legendtype,municode,status,created_us,created_da,last_edite,last_edi_1,pghdb_sde_,GlobalID,Shape__Are,Shape__Len,FID_parking_geom_1_rp,F_id,access,amenity,fee,parking,type,name,source,surface,alt_name,building,capacity_disabled,operator,covered,layer,building_levels,capacity,website,addr_housenumber,addr_street,created_by,survey_date,source_geometry,operator_short,operator_type,operator_website,operator_wikidata,operator_wikipedia,addr_city,addr_postcode,addr_state,park_ride,building_colour,check_date,roof_shape,supervised,maxheight,note,description,opening_hours,source_fee,source_opening_hours,network,public_transport,F_relations,source_addr,source_maxheight,check_date_fee,barrier,maxstay,fixme,ele,gnis_feature_id,charge,height,payment_cash,payment_credit_cards,goods,lit,source_capacity,source_name,bicycle,foot,source_building,man_made,wheelchair,phone,bridge,demolished_amenity,building_part,orientation,acreage,squarefootage,FID_PGHNeighborhoodBoundaries,fid_blockg,statefp10,countyfp10,tractce10,blkgrpce10,geoid10,namelsad10,mtfcc10,funcstat10,aland10,awater10,intptlat10,intptlon10,shape_leng_1,fid_neighb,perimeter_1,neighbor_,neighbor_i,hood,hood_no,acres,sqmiles,dpwdiv,unique_id,sectors,shape_le_1,shape_ar_1,page_number,plannerassign,created_user,created_date,last_edited_user,last_edited_date,temp,pghdb_sde_Neighborhood_2010_are,iz_indicator,izstart_year,izstart_month,Shape_Length,Shape_Area
239,901,907,14469.962188420000530,617,617,RM-VH,13640.681936999999380, ,MULTI-UNIT RESIDENTIAL VERY HIGH DENSITY,Multi-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved, ,, ,,3074181.408212549984455,383d4ac5-cfc5-42ab-b7ef-e947982caab2,3050365.891418459825218,14011.942133629399905,1088,way/1122696472,,parking,,surface,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037012977782967,1612.285312226057613,9,1,42,003,040400,1,420030404001,Block Group 1,G5030,S,75472.000000000000000,0.000000000000000,+40.4458408,-079.9483932,3813.620988520000083,2,136797.979284780012676,41,2123,North Oakland,56,318.081283359999986,0.497002010000000,3,25,14,20941.386024999999790,13904629.058199999853969,15,Christian Umbach,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 13:00:50.000,,13904629.000000000000000,,,,202.627017900735638,1612.285312226057613
240,901,907,14469.962188420000530,617,617,RM-VH,13640.681936999999380, ,MULTI-UNIT RESIDENTIAL VERY HIGH DENSITY,Multi-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved, ,, ,,3074181.408212549984455,383d4ac5-cfc5-42ab-b7ef-e947982caab2,3050365.891418459825218,14011.942133629399905,1089,way/1122696474,private,parking,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035181476192536,1532.505102946877741,9,1,42,003,040400,1,420030404001,Block Group 1,G5030,S,75472.000000000000000,0.000000000000000,+40.4458408,-079.9483932,3813.620988520000083,2,136797.979284780012676,41,2123,North Oakland,56,318.081283359999986,0.497002010000000,3,25,14,20941.386024999999790,13904629.058199999853969,15,Christian Umbach,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 13:00:50.000,,13904629.000000000000000,,,,196.197143155439107,1532.505102946877741
241,901,907,14469.962188420000530,617,617,RM-VH,13640.681936999999380, ,MULTI-UNIT RESIDENTIAL VERY HIGH DENSITY,Multi-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved, ,, ,,3074181.408212549984455,383d4ac5-cfc5-42ab-b7ef-e947982caab2,3050365.891418459825218,14011.942133629399905,1090,way/1122696496,private,parking,,surface,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036254506630476,1579.246308823520849,9,1,42,003,040400,1,420030404001,Block Group 1,G5030,S,75472.000000000000000,0.000000000000000,+40.4458408,-079.9483932,3813.620988520000083,2,136797.979284780012676,41,2123,North Oakland,56,318.081283359999986,0.497002010000000,3,25,14,20941.386024999999790,13904629.058199999853969,15,Christian Umbach,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 13:00:50.000,,13904629.000000000000000,,,,363.158619046037472,1579.246308823520849
724,1033,1039,40681.200307519997295,520,520,EMI,40020.800766499996826, ,EDUCATIONAL/MEDICAL INSTITUTION,Educational/Medical Institution,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.03EMEDME*,Approved, ,,SDE,12/2/2019 0:00:00,17515336.567675698548555,184e1d68-6ab5-4867-aabf-c7c185078e6f,18532002.559509299695492,44198.714384189501288,78,way/103686985,private,parking,,multi-storey,,Webster Hall Parking Garage,,,,yes,,,,,,,,,,,,,,,,,,,,,,beige,2024-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.491459889252362,21407.992775832866755,9,1,42,003,040400,1,420030404001,Block Group 1,G5030,S,75472.000000000000000,0.000000000000000,+40.4458408,-079.9483932,3813.620988520000083,2,136797.979284780012676,41,2123,North Oakland,56,318.081283359999986,0.497002010000000,3,25,14,20941.386024999999790,13904629.058199999853969,15,Christian Umbach,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 13:00:50.000,,13904629.000000000000000,,,,792.086555087790202,21407.992775832866755
725,1033,1039,40681.200307519997295,520,520,EMI,40020.800766499996826, ,EDUCATIONAL/MEDICAL INSTITUTION,Educational/Medical Institution,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.03EMEDME*,Approved, ,,SDE,12/2/2019 0:00:00,17515336.567675698548555,184e1d68-6ab5-4867-aabf-c7c185078e6f,18532002.559509299695492,44198.714384189501288,99,way/154409636,private,parking,,surface,,SM Lot,,,Syria Mosque Parking Lot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.050949758554510,89339.371482634436688,9,1,42,003,040400,1,420030404001,Block Group 1,G5030,S,75472.000000000000000,0.000000000000000,+40.4458408,-079.9483932,3813.620988520000083,2,136797.979284780012676,41,2123,North Oakland,56,318.081283359999986,0.497002010000000,3,25,14,20941.386024999999790,13904629.058199999853969,15,Christian Umbach,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 13:00:50.000,,13904629.000000000000000,,,,1210.313613970096867,89339.371482634436688
742,1033,1039,40681.200307519997295,520,520,EMI,40020.800766499996826, ,EDUCATIONAL/MEDICAL INSTITUTION,Educational/Medical Institution,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.03EMEDME*,Approved, ,,SDE,12/2/2019 0:00:00,17515336.567675698548555,184e1d68-6ab5-4867-aabf-c7c185078e6f,18532002.559509299695492,44198.714384189501288,84,way/121054656,private,parking,,surface,,,Bing,,,,,Board of Public Schools,,,,,,,Filmore Street,,,,,,,,,Pittsburgh,15213,PA,no,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.827026093043252,36025.256612964032684,9,1,42,003,040400,1,420030404001,Block Group 1,G5030,S,75472.000000000000000,0.000000000000000,+40.4458408,-079.9483932,3813.620988520000083,2,136797.979284780012676,41,2123,North Oakland,56,318.081283359999986,0.497002010000000,3,25,14,20941.386024999999790,13904629.058199999853969,15,Christian Umbach,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 13:00:50.000,,13904629.000000000000000,,,,1256.709412079790354,36025.256612964032684
743,1033,1039,40681.200307519997295,520,520,EMI,40020.800766499996826, ,EDUCATIONAL/MEDICAL INSTITUTION,Educational/Medical Institution,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.03EMEDME*,Approved, ,,SDE,12/2/2019 0:00:00,17515336.567675698548555,184e1d68-6ab5-4867-aabf-c7c185078e6f,18532002.559509299695492,44198.714384189501288,98,way/154409635,permissive,parking,,surface,,LC Lot,,,Log Cabin Lot,,,University of Pittsburgh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.135714308591848,5911.715282260886852,9,1,42,003,040400,1,420030404001,Block Group 1,G5030,S,75472.000000000000000,0.000000000000000,+40.4458408,-079.9483932,3813.620988520000083,2,136797.979284780012676,41,2123,North Oakland,56,318.081283359999986,0.497002010000000,3,25,14,20941.386024999999790,13904629.058199999853969,15,Christian Umbach,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 13:00:50.000,,13904629.000000000000000,,,,359.724506968556284,5911.715282260886852
744,1033,1039,40681.200307519997295,520,520,EMI,40020.800766499996826, ,EDUCATIONAL/MEDICAL INSTITUTION,Educational/Medical Institution,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.03EMEDME*,Approved, ,,SDE,12/2/2019 0:00:00,17515336.567675698548555,184e1d68-6ab5-4867-aabf-c7c185078e6f,18532002.559509299695492,44198.714384189501288,100,way/154464653,private,parking,,surface,,RA Lot,,,Ruskin Hall Lot,,,University of Pittsburgh,,,,,,,,,,,,,,,,,,,,,2024-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.531935274655796,23171.100564006454078,9,1,42,003,040400,1,420030404001,Block Group 1,G5030,S,75472.000000000000000,0.000000000000000,+40.4458408,-079.9483932,3813.620988520000083,2,136797.979284780012676,41,2123,North Oakland,56,318.081283359999986,0.497002010000000,3,25,14,20941.386024999999790,13904629.058199999853969,15,Christian Umbach,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 13:00:50.000,,13904629.000000000000000,,,,848.138507272021798,23171.100564006454078
748,1033,1039,40681.200307519997295,520,520,EMI,40020.800766499996826, ,EDUCATIONAL/MEDICAL INSTITUTION,Educational/Medical Institution,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.03EMEDME*,Approved, ,,SDE,12/2/2019 0:00:00,17515336.567675698548555,184e1d68-6ab5-4867-aabf-c7c185078e6f,18532002.559509299695492,44198.714384189501288,213,way/207294539,,parking,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This is a parking lot?  I do not find that object.  Does the foot path that connects to this on the north exist also?  Please fix if you have the knowledge to do so..,,,,,,,,,,,,,,,,,,,,,0.444037014058883,19342.252332404957997,9,1,42,003,040400,1,420030404001,Block Group 1,G5030,S,75472.000000000000000,0.000000000000000,+40.4458408,-079.9483932,3813.620988520000083,2,136797.979284780012676,41,2123,North Oakland,56,318.081283359999986,0.497002010000000,3,25,14,20941.386024999999790,13904629.058199999853969,15,Christian Umbach,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 13:00:50.000,,13904629.000000000000000,,,,806.881396795988849,19342.252332404957997
749,1033,1039,40681.200307519997295,520,520,EMI,40020.800766499996826, ,EDUCATIONAL/MEDICAL INSTITUTION,Educational/Medical Institution,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.03EMEDME*,Approved, ,,SDE,12/2/2019 0:00:00,17515336.567675698548555,184e1d68-6ab5-4867-aabf-c7c185078e6f,18532002.559509299695492,44198.714384189501288,214,way/207294543,,parking,,surface,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.166016006443274,7231.657240669025668,9,1,42,003,040400,1,420030404001,Block Group 1,G5030,S,75472.000000000000000,0.000000000000000,+40.4458408,-079.9483932,3813.620988520000083,2,136797.979284780012676,41,2123,North Oakland,56,318.081283359999986,0.497002010000000,3,25,14,20941.386024999999790,13904629.058199999853969,15,Christian Umbach,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 13:00:50.000,,13904629.000000000000000,,,,369.949520356662219,7231.657240669025668
761,1033,1039,40681.200307519997295,520,520,EMI,40020.800766499996826, ,EDUCATIONAL/MEDICAL INSTITUTION,Educational/Medical Institution,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.03EMEDME*,Approved, ,,SDE,12/2/2019 0:00:00,17515336.567675698548555,184e1d68-6ab5-4867-aabf-c7c185078e6f,18532002.559509299695492,44198.714384189501288,330,way/313330278,permit,parking,,surface,,,survey;bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.429324410588678,18701.371325242795137,9,1,42,003,040400,1,420030404001,Block Group 1,G5030,S,75472.000000000000000,0.000000000000000,+40.4458408,-079.9483932,3813.620988520000083,2,136797.979284780012676,41,2123,North Oakland,56,318.081283359999986,0.497002010000000,3,25,14,20941.386024999999790,13904629.058199999853969,15,Christian Umbach,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 13:00:50.000,,13904629.000000000000000,,,,559.982576159289579,18701.371325242795137
766,1033,1039,40681.200307519997295,520,520,EMI,40020.800766499996826, ,EDUCATIONAL/MEDICAL INSTITUTION,Educational/Medical Institution,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.03EMEDME*,Approved, ,,SDE,12/2/2019 0:00:00,17515336.567675698548555,184e1d68-6ab5-4867-aabf-c7c185078e6f,18532002.559509299695492,44198.714384189501288,510,way/465332913,private,parking,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.070239314130729,3059.624523534546825,9,1,42,003,040400,1,420030404001,Block Group 1,G5030,S,75472.000000000000000,0.000000000000000,+40.4458408,-079.9483932,3813.620988520000083,2,136797.979284780012676,41,2123,North Oakland,56,318.081283359999986,0.497002010000000,3,25,14,20941.386024999999790,13904629.058199999853969,15,Christian Umbach,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 13:00:50.000,,13904629.000000000000000,,,,311.606987778136727,3059.624523534546825
767,1033,1039,40681.200307519997295,520,520,EMI,40020.800766499996826, ,EDUCATIONAL/MEDICAL INSTITUTION,Educational/Medical Institution,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.03EMEDME*,Approved, ,,SDE,12/2/2019 0:00:00,17515336.567675698548555,184e1d68-6ab5-4867-aabf-c7c185078e6f,18532002.559509299695492,44198.714384189501288,511,way/465332915,private,parking,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.084504660446608,3681.023009054230897,9,1,42,003,040400,1,420030404001,Block Group 1,G5030,S,75472.000000000000000,0.000000000000000,+40.4458408,-079.9483932,3813.620988520000083,2,136797.979284780012676,41,2123,North Oakland,56,318.081283359999986,0.497002010000000,3,25,14,20941.386024999999790,13904629.058199999853969,15,Christian Umbach,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 13:00:50.000,,13904629.000000000000000,,,,292.025578553862999,3681.023009054230897
768,1033,1039,40681.200307519997295,520,520,EMI,40020.800766499996826, ,EDUCATIONAL/MEDICAL INSTITUTION,Educational/Medical Institution,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.03EMEDME*,Approved, ,,SDE,12/2/2019 0:00:00,17515336.567675698548555,184e1d68-6ab5-4867-aabf-c7c185078e6f,18532002.559509299695492,44198.714384189501288,512,way/465332917,private,parking,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.139077969769865,6058.236363175316910,9,1,42,003,040400,1,420030404001,Block Group 1,G5030,S,75472.000000000000000,0.000000000000000,+40.4458408,-079.9483932,3813.620988520000083,2,136797.979284780012676,41,2123,North Oakland,56,318.081283359999986,0.497002010000000,3,25,14,20941.386024999999790,13904629.058199999853969,15,Christian Umbach,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 13:00:50.000,,13904629.000000000000000,,,,315.930328759809413,6058.236363175316910
769,1033,1039,40681.200307519997295,520,520,EMI,40020.800766499996826, ,EDUCATIONAL/MEDICAL INSTITUTION,Educational/Medical Institution,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.03EMEDME*,Approved, ,,SDE,12/2/2019 0:00:00,17515336.567675698548555,184e1d68-6ab5-4867-aabf-c7c185078e6f,18532002.559509299695492,44198.714384189501288,513,way/465332919,,parking,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.113603507521982,4948.568787657522989,9,1,42,003,040400,1,420030404001,Block Group 1,G5030,S,75472.000000000000000,0.000000000000000,+40.4458408,-079.9483932,3813.620988520000083,2,136797.979284780012676,41,2123,North Oakland,56,318.081283359999986,0.497002010000000,3,25,14,20941.386024999999790,13904629.058199999853969,15,Christian Umbach,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 13:00:50.000,,13904629.000000000000000,,,,311.863020388164500,4948.568787657522989
774,1033,1039,40681.200307519997295,520,520,EMI,40020.800766499996826, ,EDUCATIONAL/MEDICAL INSTITUTION,Educational/Medical Institution,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.03EMEDME*,Approved, ,,SDE,12/2/2019 0:00:00,17515336.567675698548555,184e1d68-6ab5-4867-aabf-c7c185078e6f,18532002.559509299695492,44198.714384189501288,821,way/660747080,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.128884795041073,5614.221671989124843,9,1,42,003,040400,1,420030404001,Block Group 1,G5030,S,75472.000000000000000,0.000000000000000,+40.4458408,-079.9483932,3813.620988520000083,2,136797.979284780012676,41,2123,North Oakland,56,318.081283359999986,0.497002010000000,3,25,14,20941.386024999999790,13904629.058199999853969,15,Christian Umbach,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 13:00:50.000,,13904629.000000000000000,,,,330.593082836821111,5614.221671989124843
776,1033,1039,40681.200307519997295,520,520,EMI,40020.800766499996826, ,EDUCATIONAL/MEDICAL INSTITUTION,Educational/Medical Institution,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.03EMEDME*,Approved, ,,SDE,12/2/2019 0:00:00,17515336.567675698548555,184e1d68-6ab5-4867-aabf-c7c185078e6f,18532002.559509299695492,44198.714384189501288,823,way/660777825,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.054771997235137,2385.868199562555674,9,1,42,003,040400,1,420030404001,Block Group 1,G5030,S,75472.000000000000000,0.000000000000000,+40.4458408,-079.9483932,3813.620988520000083,2,136797.979284780012676,41,2123,North Oakland,56,318.081283359999986,0.497002010000000,3,25,14,20941.386024999999790,13904629.058199999853969,15,Christian Umbach,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 13:00:50.000,,13904629.000000000000000,,,,209.767567808586676,2385.868199562555674
778,1033,1039,40681.200307519997295,520,520,EMI,40020.800766499996826, ,EDUCATIONAL/MEDICAL INSTITUTION,Educational/Medical Institution,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.03EMEDME*,Approved, ,,SDE,12/2/2019 0:00:00,17515336.567675698548555,184e1d68-6ab5-4867-aabf-c7c185078e6f,18532002.559509299695492,44198.714384189501288,825,way/660999307,customers,parking,,multi-storey,,J-Lot Garage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.362514365263751,15791.125750888983021,9,1,42,003,040400,1,420030404001,Block Group 1,G5030,S,75472.000000000000000,0.000000000000000,+40.4458408,-079.9483932,3813.620988520000083,2,136797.979284780012676,41,2123,North Oakland,56,318.081283359999986,0.497002010000000,3,25,14,20941.386024999999790,13904629.058199999853969,15,Christian Umbach,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 13:00:50.000,,13904629.000000000000000,,,,543.829616971666951,15791.125750888983021
784,1033,1039,40681.200307519997295,520,520,EMI,40020.800766499996826, ,EDUCATIONAL/MEDICAL INSTITUTION,Educational/Medical Institution,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.03EMEDME*,Approved, ,,SDE,12/2/2019 0:00:00,17515336.567675698548555,184e1d68-6ab5-4867-aabf-c7c185078e6f,18532002.559509299695492,44198.714384189501288,886,way/810163112,yes,parking,no,underground,,Soldiers & Sailors Parking Garage,,,,,,University of Pittsburgh,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.855200374193698,80812.528299877449172,9,1,42,003,040400,1,420030404001,Block Group 1,G5030,S,75472.000000000000000,0.000000000000000,+40.4458408,-079.9483932,3813.620988520000083,2,136797.979284780012676,41,2123,North Oakland,56,318.081283359999986,0.497002010000000,3,25,14,20941.386024999999790,13904629.058199999853969,15,Christian Umbach,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 13:00:50.000,,13904629.000000000000000,,,,1137.589875557787309,80812.528299877449172
785,1033,1039,40681.200307519997295,520,520,EMI,40020.800766499996826, ,EDUCATIONAL/MEDICAL INSTITUTION,Educational/Medical Institution,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.03EMEDME*,Approved, ,,SDE,12/2/2019 0:00:00,17515336.567675698548555,184e1d68-6ab5-4867-aabf-c7c185078e6f,18532002.559509299695492,44198.714384189501288,904,way/864217075,private,parking,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.203343428762029,8857.639756873997612,9,1,42,003,040400,1,420030404001,Block Group 1,G5030,S,75472.000000000000000,0.000000000000000,+40.4458408,-079.9483932,3813.620988520000083,2,136797.979284780012676,41,2123,North Oakland,56,318.081283359999986,0.497002010000000,3,25,14,20941.386024999999790,13904629.058199999853969,15,Christian Umbach,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 13:00:50.000,,13904629.000000000000000,,,,447.199656235426119,8857.639756873997612
794,1033,1039,40681.200307519997295,520,520,EMI,40020.800766499996826, ,EDUCATIONAL/MEDICAL INSTITUTION,Educational/Medical Institution,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.03EMEDME*,Approved, ,,SDE,12/2/2019 0:00:00,17515336.567675698548555,184e1d68-6ab5-4867-aabf-c7c185078e6f,18532002.559509299695492,44198.714384189501288,1113,way/1195034200,permissive,parking,,surface,,K Lot,,asphalt,,,,University of Pittsburgh,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.130023409858936,5663.819733455259666,9,1,42,003,040400,1,420030404001,Block Group 1,G5030,S,75472.000000000000000,0.000000000000000,+40.4458408,-079.9483932,3813.620988520000083,2,136797.979284780012676,41,2123,North Oakland,56,318.081283359999986,0.497002010000000,3,25,14,20941.386024999999790,13904629.058199999853969,15,Christian Umbach,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 13:00:50.000,,13904629.000000000000000,,,,355.562399961163408,5663.819733455259666
551,911,917,8504.095682260000103,490,490,RP,8504.095682260000103, ,RESIDENTIAL PLANNED UNIT DEVELOPMENT,Planned Unit Development,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI.html#PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI_909.02PUPLUNDEDI,Approved, ,, ,,1387184.581824430031702,2b02eb59-9507-41cf-8d96-43064eea71f6,1403437.835327150067315,8514.485042300499117,500,way/442840479,customers,parking,no,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.187634601286437,8173.363232037180751,62,3,42,003,030500,2,420030305002,Block Group 2,G5030,S,284548.000000000000000,0.000000000000000,+40.4403871,-079.9813476,8670.428121619999729,4,136797.979284780012676,57,2139,Crawford-Roberts,24,160.858767190000009,0.251341820000000,3,19,15,15696.759229600000253,7202138.922570000402629,15,Ose Akinlotan,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 12:59:24.000,,7202139.000000000000000,,,,415.374248148441325,8173.363232037180751
904,972,978,14693.787301660000594,477,477,RM-M,14984.857358200000817, ,MULTI-UNIT RESIDENTIAL MODERATE DENSITY,Multi-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved, ,, ,,2150628.991016160231084,307276a1-c6d5-49f8-a25c-39ee5d362fd5,2154106.347473139874637,14703.771705574899897,271,way/271049767,customers,parking,yes,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.482448443206859,64575.454186090726580,62,3,42,003,030500,2,420030305002,Block Group 2,G5030,S,284548.000000000000000,0.000000000000000,+40.4403871,-079.9813476,8670.428121619999729,4,136797.979284780012676,57,2139,Crawford-Roberts,24,160.858767190000009,0.251341820000000,3,19,15,15696.759229600000253,7202138.922570000402629,15,Ose Akinlotan,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 12:59:24.000,,7202139.000000000000000,,,,1017.696793147215885,64575.454186090726580
